candidate_id,generation,failed,representation,segment_duration,n_mels,conv_blocks,base_channels,kernel_size,use_gru,gru_hidden,dropout,learning_rate,weight_decay,batch_size,pareto_rank,params,model_size_mb,latency_ms,latency_p95_ms,latency_mean_ms,device_info,val_loss,mae_bpm,median_ae_bpm,tempo_acc_4,tempo_acc_8,octave_aware_acc,half_tempo_rate,double_tempo_rate,style_macro_f1,style_weighted_f1,style_accuracy,style_confusion_matrix,meter_macro_f1,meter_weighted_f1,meter_accuracy,meter_confusion_matrix,best_epoch,wall_clock_s
3671db90,0,False,logmel,12.0,128,4,16,7,False,32,0.162,0.0007661100707771363,2.9380279387035324e-06,16,0,549143,2.1093,4.064,4.355,4.083,"{'device_type': 'mps', 'device_name': 'Apple Silicon (MPS)', 'platform': 'macOS-26.5.1-arm64-arm-64bit', 'python_version': '3.11.3', 'torch_version': '2.13.0'}",4.7897,111.77258868217469,112.81842708587646,0.0,0.0,0.0,0.0,0.0,19.090909090909093,23.272727272727273,30.0,"[[4, 0, 0, 0], [4, 0, 0, 0], [4, 0, 0, 0], [6, 0, 0, 2]]",58.33333333333333,56.666666666666664,60.0,"[[8, 0], [8, 4]]",20,19.31
11e4710d,0,False,logmel_tempogram,8.0,96,3,16,3,False,32,0.173,0.001696753360719656,4.3352817949515615e-06,16,0,84359,0.3413,2.733,3.235,2.775,"{'device_type': 'mps', 'device_name': 'Apple Silicon (MPS)', 'platform': 'macOS-26.5.1-arm64-arm-64bit', 'python_version': '3.11.3', 'torch_version': '2.13.0'}",3.064,86.9842812538147,85.09626197814941,0.0,0.0,0.0,0.0,0.0,8.333333333333332,6.666666666666667,20.0,"[[4, 0, 0, 0], [4, 0, 0, 0], [4, 0, 0, 0], [8, 0, 0, 0]]",28.57142857142857,22.857142857142858,40.0,"[[8, 0], [12, 0]]",20,40.5
